0	Z IY R OW
QUAF	K W AA F
QUARTER	K W AO R T ER
QUATON	K W AA T AH N
QUBOOL	K W B UW L
QUDRATI	K W D R AE T IY
QUDSE	K W D S
QUDSIYA	K W D S IY AY AH
QUE	K Y UW
QUEEN	K W IY N
QUH	K W
QUIZ	K W IH Z
QUL	K W L
QUOMI	K W AA M IY
QURESHI	K UH R EY SH IY
QUSOOR	K W S OW AH R
QUYOOD	K W AY UW D
R	AA R
R	AA R
RAABTA	R AA B T AH
RAABTEY	R AA B T IY
RAAG	R AA G
RAAJ	R AA JH
RAANJHAN	R AA N JH AH N
RAASTEY	R AA S T IY
RAAT	R AA T
RAAYTIN	R AA AH T AH N
RAAZDAN	R AA Z D AH N
RABIYA	R EY B IY AY AH
RACER	R EY S ER
RACHAO	R AE CH EY OW
RADDEAMAL	R AE D IY M AH L
RADEEF	R EY D IY F
RADIO	R EY D IY OW
RAEES	R IY Z
RAEGA	R IY G AH
RAFEEQ	R EY F IY K
RAFIA	R EY F IY AH
RAFIYA	R EY F IY AY AH
RAFT	R AE F T
RAFTAR	R AE F T ER
RAFU	R AE F UW
RAG	R AE G
RAGEN	R AE G AH N
RAGHBAT	R AE B AH T
RAGHIB	R AE AH B
RAGREN	R AE G R AH N
RAHA	R AE HH AH
RAHABAR	R AE HH AH B AH R
RAHAGEER	R AE AH JH IH R
RAHAY	R AE HH EY IY
RAHDARI	R AE D AH R IY
RAHE	R EY HH IY
RAHEEM	R AH HH IY M
RAHEN	R AE AH N
RAHEY	R AE IY
RAHGEER	R AH JH IH R
RAHI	R AE HH IY
RAHIL	R AE HH AH L
RAHIYE	R AE HH IY AY
RAHNUMA	R AE N Y UW M AH
RAHNUMAON	R AE N Y UW M EY AH N
RAHO	R AE HH OW
RAHTEY	R AE T IY
RAIJ	R EY JH
RAIYAT	R EY AY AH T
RAJAN	R EY JH AH N
RAJE	R EY JH
RAJIA	R EY JH IY AH
RAKH	R AE K
RAKHA	R AE K AH
RAKHAO	R AE K EY OW
RAKHE	R AE K
RAKHEIN	R AE K IY N
RAKHEN	R AE K AH N
RAKHI	R AE K IY
RAKHIYO	R AE K IY AY OW
RAKHNA	R AE K N AH
RAKHNE	R AE K N
RAKHNEY	R AE K N IY
RAKHO	R AE K OW
RAKHSHANDA	R AE K AE N D AH
RAKHTA	R AE K T AH
RAKHTAY	R AE K T EY IY
RAKHTHA	R AE K TH AH
RAKHUN	R AE K AH N
RAKHWA	R AE K W AH
RAMBO	R AE M B OW
RAMZI	R AE M Z IY
RANDHAWA	R AE N D HH AH AH
RANG	R AE NG
RANGED	R EY N JH D
RANGEELA	R AE N JH IY L AH
RANGEEN	R EY N JH AH N
RANGERS	R EY N JH ER Z
RANGON	R AE NG AO N
RANJHA	R AE N JH HH AH
RANJIDA	R AE N JH AH D AH
RANJISH	R AE N JH AH SH
RAO	R AW
RAQAM	R AE K AH M
RAQEEB	R AH K IY B
RAQIM	R AE K AH M
RAQS	R AE K S
RAQSAN	R AE K S AH N
RASAO	R AE S EY OW
RASEEDA	R EY S IY D AH
RASEEDAH	R EY S IY D AH
RASHA	R AE SH AH
RASHEED	R AH SH IY D
RASHID	R AH SH IY D
RASHID(2)	R AA SH IY D
RASIKH	R AE S AH K
RASOLI	R AE S AH L IY
RASOOL	R AH S UW L
RASTAY	R AE S T EY IY
RASTEN	R AE S AH N
RATHOR	R AE TH AH R
RAUF	R AO F
RAUSHNEEYON	R AO SH N IY AY AH N
RAVAYON	R AE V EY AH N
RAVI	R AA V IY
RAVLA	R AE V L AH
RAWAAT	R AO AH T
RAWAN	R AO AH N
RAWAYE	R AO EY
RAWAYYA	R AO EY AY AH
RAWAYYE	R AO EY AY
RAWISH	R AO IH SH
RAY	R EY
RAYAN	R EY AH N
RAYE	R EY
RAYGAN	R EY G AH N
RAYWAR	R EY W AO R
RAZA	R AE Z AH
RAZZAQ	R AE Z AH K
RDAY	R D EY IY
READ	R EH D
READ(2)	R IY D
READING	R IY D IH NG
READING(2)	R EH D IH NG
REAL	R IY L
REALLY	R IH L IY
REALLY(2)	R IY L IY
RECEPTIONIST	R IH S EH P SH AH N IH S T
RECEPTIONIST(2)	R IY S EH P SH AH N IH S T
RECIEVER	R AH S IY V AH R
RECORD	R AH K AO R D
RECORD(2)	R EH K ER D
RECORD(3)	R IH K AO R D
RECORDING	R AH K AO R D IH NG
RECORDING(2)	R IH K AO R D IH NG
RECORDING	R AH K AO R D IH NG
RECORDING(2)	R IH K AO R D IH NG
RED	R EH D
REECH	R IY EH CH
REECHON	R IY EH CH AH N
REENGTI	R IY AH N G T IY
REERH	R IY EH R
REFERENDUM	R EH F ER EH N D AH M
REFUGE	R EH F Y UW JH
REGIONAL	R IY JH AH N AH L
REGISTRATION	R EH JH IH S T R EY SH AH N
REGULAR	R EH G Y AH L ER
REGULAR(2)	R EY G Y AH L ER
REH	R EH
REHAISH	R AH HH EY AH SH
REHAM	R IY HH AE M
REHANA	R AH HH AE N AH
REHMAT	R IH HH M AE T
REHTA	R IH HH T AA
REHTAY	R IH HH T EY IY
REHTE	R IH HH T IY
REHZANI	R IH HH Z AE N IY
RELAX	R IH L AE K S
RELAX(2)	R IY L AE K S
RELEASE	R IY L IY S
RELIEF	R IH L IY F
RELIEF(2)	R IY L IY F
REMARKS	R IH M AA R K S
REMARKS(2)	R IY M AA R K S
REMEMBER	R IH M EH M B ER
REMEMBER(2)	R IY M EH M B ER
REPEAT	R IH P IY T
REPEAT(2)	R IY P IY T
REPORT	R IY P AO R T
REPORT(2)	R IH P AO R T
REPRTASH	R IH P R T AE SH
REQUEST	R IH K W EH S T
REQUEST(2)	R IY K W EH S T
REQUIREMENT	R IH K W AY R M AH N T
RERIYAN	R AH R AY AY AH N
RESCUE	R EH S K Y UW
RESEARCH	R IY S ER CH
RESERVE	R IH Z ER V
RESERVE(2)	R IY Z ER V
RESERVES	R IH Z ER V Z
RESERVES(2)	R IY Z ER V Z
RESHMI	R IH SH M IY
RESHON	R AH SH AA N
RESOLUTION	R EH Z AH L UW SH AH N
RESTAURANT	R EH S T ER AA N T
RESTAURANT(2)	R EH S T R AA N T
RESULT	R IH Z AH L T
RESULT(2)	R IY Z AH L T
RETIRED	R IH T AY R D
RETIRED(2)	R IY T AY ER D
RETIRED(3)	R IY T AY R D
RETIREMENT	R IY T AY ER M AH N T
RETIREMENT(2)	R IH T AY ER M AH N T
RETURN	R IH T ER N
RETURN(2)	R IY T ER N
REVENUE	R EH V AH N UW
REVENUE(2)	R EH V AH N Y UW
REVERSE	R IH V ER S
REVERSE(2)	R IY V ER S
REVIEW	R IY V Y UW
REY	R EY
RHA	R AA
RHE	R IY
RHI	R IY
RIAYAT	R AY AE AY AH T
RIAZ	R AY AH Z
RIFFAT	R IH F AH T
RIGHT	R AY T
RIHAISHI	R AH HH EY SH IY
RIKH	R IH K
RIMJHIM	R IH M JH HH AH M
RINGTE	R IH N G T
RIRHHI	R AH R HH IY
RISHTAY	R IH SH T EY IY
RISK	R IH S K
RISORS	R AY Z ER Z
RIWAYAT	R IH W EY AH T
RIYASAT	R AY AY AH S AH T
RIZVI	R IH Z IY
RIZWAN	R IH Z W AH N
RJ	AA R JH
RO	R OW
ROAD	R OW D
ROBIN	R AA B AH N
ROBIN(2)	R AA B IH N
ROGHAN	R AA AH N
ROGHNYAAT	R AA N AY AH T
ROHI	R AA HH IY
ROIDAAD	R OY D AH D
ROJHAAN	R AA JH HH EY AH N
ROLL	R OW L
RONAQ	R AA N AH K
RONE	R OW N
RONGTE	R AA N G T
ROOD	R UW D
ROOH	R UW
ROOHANI	R UW HH AH N IY
ROOHEN	R UW AH N
ROOHI	R UW HH IY
ROOM	R UW M
ROOSHANAS	R UW SH AH N AH Z
ROOSI	R UW S IY
ROOTH	R UW TH
ROOTHEN	R UW T HH EH N
ROOYAT	R UW AY AH T
ROSHAN	R AA SH AH N
ROSHANAAS	R AA SH AH N AH Z
ROSHNI	R AA SH N IY
ROUN	R AW N
ROUNDER	R AW N D ER
ROVER	R OW V ER
ROYA	R OY AH
ROYE	R OY
ROZ	R AA Z
ROZA	R OW Z AH
ROZANA	R AA Z AH N AH
ROZE	R OW Z
ROZEY	R OW Z IY
ROZGAAR	R AA Z EY AH R
ROZNAMA	R AA Z N AH M AH
ROZON	R AA Z AH N
RQASAON	R K AE S EY AH N
RRAY	R EY IY
RSYA	R S AY AH
RUBAB	R UW B AH B
RUE	R UW
RUJHAAN	R AH JH HH EY AH N
RUJOO	R UW JH UW
RUKAN	R UW K AH N
RUKH	R AH K
RUKHO	R AH K OW
RUKHSAARO	R AH K S AH R OW
RUKHSAT	R AH K S AH T
RULA	R UW L AH
RULES	R UW L Z
RUNG	R AH NG
RUNS	R AH N Z
RUPEY	R UW P IY
RUQOOM	R AH K UW M
RUQQIA	R AH K IY AH
RUSHDI	R AH SH D IY
RUSOOKH	R UW S AH K
RUSWAI	R AH S W EY
RUTH	R UW TH
S	EH S
S	EH S
SA	S AA
SAA-AT	S AA AE T
SAAD	S AA D
SAADAT	S AA D AH T
SAAF	S AA F
SAAHAB	S AA HH AH B
SAAL	S AA L
SAALGIRAH	S AA L JH AH R AH
SAALMIYAT	S AA L M IY AY AH T
SAAMNE	S AA M
SAAMNEY	S AA M N IY
SAANGI	S AA N JH IY
SAARA	S AA R AH
SAARI	S AA R IY
SAARIFEEN	S AH R AY F IY AH N
SAARIYO	S AH R IY AY OW
SAAROUN	S AH R AW N
SAAT	S AA T
SAATH	S AA TH
SAATHI	S AA TH IY
SAATHIYON	S AH TH IY AY AH N
SAATHWEIN	S AA TH W IY N
SAAZ	S AA Z
SAAZGAR	S AA Z AH R
SAAZI	S AA Z IY
SAB	S AE B
SABAB	S AE B AH B
SABAK	S AE B AH K
SABARO	S AE B AH R OW
SABGHAT	S AE B AH T
SABHA	S AE B HH AH
SABIQ	S AE B AH K
SABIR	S EY B ER
SABIR(2)	S AH B IH R
SABOOHI	S AH B UW HH IY
SABOOT	S AH B UW T
SABR	S AE B R
SABSIDY	S AE B S AH D IY
SABZ	S AE B Z
SABZI	S AE B Z IY
SABZIYON	S AE B Z IY AY AH N
SABZWARI	S AE B Z W AH R IY
SACH	S AE CH
SACHAI	S AE CH EY
SACHAL	S AE CH AH L
SADAQAT	S AE D AH K AH T
SADDAR	S AE D ER
SAD-E-BAAB	S AE D IY B AA B
SADHU	S AE D HH UW
SADIQ	S AE D AH K
SADIYAN	S EY D IY AY AH N
SADIYON	S AE D IY IY AO N
SAEED	S AA IY D
SAENTALIIS	S IY N T EY L IY AH S
SAENTALIS	S IY N T AH L AH S
SAENTEES	S IY N T IY Z
SAENTIIS	S IY N T IY AH S
SAENTTALIIS	S IY N T EY L IY AH S
SAENTTIS	S IY N T AH S
SAFAH	S AE F AH
SAFAI	S AE F EY
SAFAID	S AH F EY D
SAFAIDI	S AH F EY D IY
SAFAR	S EY F ER
SAFE	S EY F
SAFEDEY	S AH F IY D IY
SAFEER	S EY F IH R
SAFETY	S EY F T IY
SAFFON	S AE F AH N
SAFHA	S AE F AH
SAFHAY	S AE F EY IY
SAFHEIN	S AE F IY N
SAFHON	S AE F AH N
SAFOOF	S AH F UW F
SAGAR	S AA G AA R
SAGE	S EY JH
SAGHAR	S AE AH R
SAGHIR	S AE AH R
SAGHIR	S AE AH R
SAHAB	S AE HH AH B
SAHAFION	S AH HH EY F IY AH N
SAHARA	S AH HH EH R AH
SAHARE	S AE HH AH R
SAHELI	S AE HH AH L IY
SAHI	S AE HH IY
SAHIB	S AE HH AH B
SAHIL	S AE HH AH L
SAHULAT	S AE HH Y UW L AH T
SAIB	S EY B
SAIBAAN	S EY B EY AH N
SAID	S EH D
SAIEN	S EY AH N
SAILORS	S EY L ER Z
SAIR	S AE AH R
SAIRGAH	S AE AH R G AH
SAJATE	S EY JH EY T
SAJDA	S AE JH D AH
SAJJAD	S AE JH AH D
SAJJI	S AE JH IY
SAJJID	S AE JH AH D
SAKAL	S EY K AH L
SAKEIN	S EY K IH N
SAKEN	S EY K AH N
SAKHT	S AE K T
SAKHTA	S AE K T AH
SAKOON	S AH K UW N
SAKOOT	S AH K UW T
SAKTA	S AE K T AH
SAKTEEN	S AE K T IY AH N
SAKTEY	S AE K T IY
SAKTI	S AE K T IY
SALA	S AA L AH
SALAAM	S AH L AA M
SALAHIYAT	S AE L AH HH IY AY AH T
SALAHIYATEN	S AH L AE HH IY AY EY T AH N
SALAM	S AA L AA M
SALAS	S AA L AA Z
SALAY	S AE L EY
SALE	S EY L
SALES	S EY L Z
SALHA	S AE L HH AH
SALOOK	S AE L AH K
SALOOKI	S AE L AH K IY
SAMAAN	S AE M EY AH N
SAMAEEN	S AE M IY AH N
SAMAIT	S AH M EY T
SAMAJH	S AE M AH JH
SAMAJHDAR	S AH M AE JH HH D AH R
SAMAJHNEY	S AH M AE JH HH N IY
SAMAJHTE	S AE M AH JH HH T
SAMANDAR	S AH M AE N D AH R
SAMAR	S AE M AA R
SAMAVI	S AE M AH V IY
SAMBHAAL	S AE M B HH EY AH L
SAMBHAL	S AE M B AH L
SAME	S EY M
SAMET	S AE M IH T
SAMJHA	S AE M JH HH AH
SAMJHAE	S AE M JH HH IY
SAMJHAIN	S AE M JH HH EY N
SAMJHANE	S AE M JH HH EY N
SAMJHAYA	S AE M JH HH EY AH
SAMJHAYEN	S AE M JH HH EY AH N
SAMJHE	S AE M JH HH
SAMJHI	S AE M JH HH IY
SAMJHOO	S AE M JH HH UW
SAMJHOTA	S AE M JH HH AH T AH
SAMNAY	S AE M N EY IY
SAMNE	S AE M
SAMOE	S AE M OW
SAMOSE	S AH M OW Z
SAMOYA	S AE M OY AH
SANDWICH	S AE N D W IH CH
SANDWICH(2)	S AE N W IH CH
SANDWICH(3)	S AE M W IH CH
SANGBAARI	S AE N G AH R IY
SANGEEN	S AE NG IY AH N
SANGHARY	S AE NG HH EH R IY
SANGSAAR	S AE N G S EY AH R
SANIHAY	S AH N IH HH EY IY
SANIHON	S AE N AH HH AH N
SANISH	S EY N IH SH
SANSEIN	S AE N S IY N
SANSON	S AE N S AH N
SANWAR	S AE N W AH R
SANWLE	S AE N W L
SAQAFAT	S AE K AH F AH T
SAQIB	S AE K AH B
SAR	S AA R
SARA	S EH R AH
SARAE	S AE R IY
SARAKKE	S AE R AH K
SARBARAH	S AA R B AH R AH
SARDI	S AA R D IY
SARDIYON	S AA R D IY AY AH N
SARE	S EH R
SAREAAM	S AE R IY AH M
SARFARAZ	S AA R F AH R AH Z
SARGARMIYON	S AA R G AH R M IY AY AH N
SARHAD	S AA R AH D
SARHANDI	S AH R AE N D IY
SARHE	S AA R
SARHNE	S AA R N
SARKARI	S AA R K AH R IY
SARMAYE	S AA R M EY
SARON	S AE R AH N
SARSATH	S AA R S AH TH
SARTASATH	S AA R T AH S AH TH
SARWAR	S AA R W AH R
SARZAMEEN	S AA R Z EY M IY AH N
SATANVE	S AE T AH N V
SATARVEN	S AH T AA R V AH N
SATASSI	S AH T AE S IY
SATAWAN	S AE T AH W AA N
SATH	S AE TH
SATHI	S AE TH IY
SATHIYON	S AH TH IY AY AH N
SATHRA	S AE TH R AH
SATHYON	S AE TH AY AH N
SATKE	S AE T
SATRA	S AE T R AH
SATTAIIS	S AE T EY AH S
SATTAR	S AE T ER
SATTATTAR	S AE T AE T ER
SATTH	S AE T TH
SATURDAY	S AE T ER D IY
SATURDAY(2)	S AE T IH D EY
SATWEN	S AE T W AH N
SAU	S AO
SAUBATEN	S AH B EY T AH N
SAUDA	S AO D AH
SAUDI	S AO D IY
SAUDI(2)	S AW D IY
SAUHBAT	S AO B AH T
SAULA	S AO L AH
SAUM	S AO M
SAUNF	S AO N F
SAURI	S AO R IY
SAVE	S EY V
SAW	S AO
SAWA	S AO W AH
SAWAB	S AO AH B
SAWAD	S AO AH D
SAWAL	S AO AH L
SAWARA	S AO AH R AH
SAWERA	S AO IH R AH
SAWEREY	S AO IY R IY
SAY	S EY
SAYA	S EY AH
SAYAH	S EY AH
SAYAHAT	S EY AH HH AE T
SAYE	S EY
SAYER	S EY ER
SAYS	S EH Z
SAYS(2)	S IH Z
SAYYAD	S EY AY AH D
SAYYADA	S EY AY AH D AH
SAYYAHAT	S EY IY AH HH AE T
SAYYARE	S EY AY AH R
SAYYARON	S EY ER AO N
SAZA	S AE Z AH
SAZAA	S AE Z AH
SAZAEIN	S AE Z IY AH N
SAZ-BAAZ	S AE Z B AA Z
SAZ-O-SAMAAN	S AE Z OW S AE M EY AH N
SCHOOL	S K UW L
SCHOOLON	S K UW L AO N
SCIENCEDAANON	S IY N S EH D AH N AH N
SCORES	S K AO R Z
SCRIPT	S K R IH P T
SE	S EY
SEASON	S IY Z AH N
SECHEHRE	S EH CH AH R
SECOND	S EH K AH N D
SECONDLY	S EH K AH N D L IY
SECURITY	S IH K Y UH R AH T IY
SEE	S IY
SEEDHA	S IY D HH AH
SEEDHE	S IY D HH
SEEING	S IY IH NG
SEEKH	S IY K
SEEKHA	S IY K AH
SEEKHE	S IY K
SEEKHEN	S IY K HH EH N
SEEKHI	S IY K IY
SEEKHNAY	S IY K N EY IY
SEEKHNE	S IY K N
SEEN	S IY N
SEENGH	S IY N
SEER	S IY R
SEERAT	S IY R AE T
SEERHIYAN	S AH R IY AY AH N
SEERHYION	S AH R AY IY AH N
SEESEY	S IY Z IY
SEHAR	S EH AH R
SEHAT	S EH HH AH T
SEHOONI	S AH HH UW N IY
SEIES	S EY Z
SEKHA	S EH K AH
SEKHO	S EH K OW
SELF	S EH L F
SEMEE	S IY M IY IY
SEMINAR	S EH M AH N AA R
SENIOR	S IY N Y ER
SENKRON	S EH NG K R AH N
SENNET	S EH N AH T
SENTENCE	S EH N T AH N S
SEPTEMBER	S EH P T EH M B ER
SERAAB	S EH R AH B
SERIAL	S IH R IY AH L
SERIES	S IH R IY Z
SERVANT	S ER V AH N T
SERVICE	S ER V AH S
SERVICE(2)	S ER V IH S
SESAMIC	S EH S AH M IY IH K
SESSION	S EH SH AH N
SET	S EH T
SETH	S EH TH
SEVEN	S EH V AH N
SEVENTEEN	S EH V AH N T IY N
SEVENTY	S EH V AH N T IY
SEWERAGE	S UW ER IH JH
SEWING	S OW IH NG
SEY	S IY IY
SH	EH S
SHAADI	SH AA D IY
SHAAEY	SH AA IY
SHAAKH	SH AA K
SHAAKHEN	SH AA K AH N
SHAAKHON	SH AA K AH N
SHAAM	SH AA M
SHAAMIL	SH AA M AH L
SHAB	SH AE B
SHADE	SH EY D
SHADEED	SH EY D IH D
SHADI	SH AE D IY
SHADOW	SH AE D OW
SHAEN	SH EY AH N
SHAER	SH EY ER
SHAFAF	SH AE F AH F
SHAFIQUE	SH AE F AH K
SHAFQAT	SH AE F AH T
SHAGAAF	SH AE G AH F
SHAGIRD	SH AE JH AH R D
SHAGOOFE	SH AH G UW F
SHAGOONI	SH AH G UW N IY
SHAGUFATA	SH AE G Y UW F AH T AH
SHAGUFON	SH AE G Y UW F AH N
SHAH	SH AA
SHAHAB	SH AE HH AH B
SHAHABIYE	SH AH HH EY B IY AY
SHAHBAZ	SH AE B AH Z
SHAHEED	SH AH HH IY D
SHAHEEN	SH AH HH IY N
SHAHID	SH AA AH D
SHAHJAHAN	SH AE JH AH AH N
SHAHNAWAZ	SH AE N AH AH Z
SHAHRAH	SH AE R AH
SHAHRAH	SH AE R AH
SHAHSDAR	SH AE S D AH R
SHAI	SH AY
SHAIQEEN	SH EY K IY AH N
SHAIR	SH AE AH R
SHAJAR	SH EY JH AH R
SHAKHS	SH AE K S
SHAKHSANA	SH AE K S AH N AH
SHAKHSE	SH AE K S
SHAKHSHIYAT	SH AE K IY AY AH T
SHAL	SH AE L
SHALA	SH AE L AH
SHALJAM	SH AE L JH AH M
SHAME	SH EY M
SHAMIL	SH AE M AH L
SHAMOLIAT	SH AH M OW L IY AH T
SHAMPOO	SH AE M P UW
SHAMS	SH AE M Z
SHAMSHAD	SH AE M SH AH D
SHAMSI	SH AE M Z IY
SHANAKHT	SH AE N AH K T
SHANAKHTI	SH AH N AE K T IY
SHANASI	SH AE N AH S IY
SHANDAAR	SH AE N D EY AH R
SHAOLE	SH EY OW L
SHAOORI	SH EY AH R IY
SHAORI	SH EY AH R IY
SHAPE	SH EY P
SHARE	SH EH R
SHAREEF	SH AH R IY F
SHAREEFAIN	SH AE R AH F EY N
SHARING	SH EH R IH NG
SHARON	SH AE R AH N
SHARON(2)	SH EH R AH N
SHARON(3)	SH AH R OW N
SHARWADB	SH AA R W AH D
SHASH	SH AE SH
SHAUBA	SH AO B AH
SHAUKAT	SH AO K AH T
SHAUKAT	SH AO K AH T
SHAULON	SH AO L AH N
SHAUQ	SH AO K
SHAUR	SH AO R
SHAWAHID	SH AO AH HH IH D
SHAWALA	SH AO AH L AH
SHAYAD	SH EY AH D
SHAYAN	SH EY AH N
SHAYAR	SH EY AH R
SHAZO	SH AE Z OW
SHCEDULE	SH S IY D Y UW L
SHE	SH IY
SHEDAI	SH EH D EY
SHEEN	SH IY N
SHEER	SH IH R
SHEEREEN	SH IH R IY AH N
SHEEREY	SH IH R IY
SHEESHEY	SH IY SH IY
SHEESHON	SH IY SH AH N
SHEHAR	SH EH AH R
SHEHRI	SH EH R IY
SHEHRION	SH EH R IY AH N
SHEHRON	SH EH R AH N
SHEHZAD	SH EH Z AH D
SHEHZADI	SH EH Z AH D IY
SHEIKH	SH IY K
SHEKHI	SH EH K IY
SHELL	SH EH L
SHELTER	SH EH L T ER
SHEPHERD	SH EH P ER D
SHER	SH ER
SHERATON	SH EH R AH T AH N
SHERWAANI	SH AH R W AH N IY
SHIBLI	SH IH B L IY
SHIDAT	SH IH D AH T
SHIELD	SH IY L D
SHIELDEN	SH IY L D AH N
SHIFAAT	SH IH F AH T
SHIKAAR	SH IH K EY AH R
SHIKAR	SH AY K AH R
SHIKAYAT	SH IH K EY AH T
SHIRKAT	SH AH R K AH T
SHIYA	SH AY AY AH
SHKHS	EH S EY CH K EY EY CH S
SHOBO	SH OW B OW
SHOES	SH UW Z
SHOHRAT	SH AA R AH T
SHOKH	SH AA K
SHOKHI	SH AA K IY
SHOOL	SH UW L
SHOON	SH UW N
SHOQAT	SH AA K AH T
SHOR	SH AO R
SHORT	SH AO R T
SHOSHA	SH AA SH AH
SHOULD	SH UH D
SHOW	SH OW
SHOWCASON	SH OW K AH S AH N
SHUA	SH UW W AH
SHUAON	SH UW W EY AH N
SHUAR	SH UW W AH R
SHUARA	SH UW W AH R AH
SHUBA	SH UW B AH
SHUBHAAT	SH AH B HH AH T
SHUBHE	SH AH B HH
SHUDA	SH UW D AH
SHUDHY	SH AH D IY
SHUGHAL	SH AH AH L
SHUGOON	SH UW G UW N
SHUJAAT	SH UW JH AH T
SHUKAR	SH UW K AH R
SHUKARIYA	SH UW K AH R IY AY AH
SHUKRIA	SH AH K R IY AH
SHUMAAR	SH UW M EY AH R
SHUMARIYAT	SH UW M AH R IY AY AH T
SHUNEED	SH UW N IY D
SHURU	SH UH R UW
SHURUVAAT	SH AH R UW V AH T
SHUSTA	SH AH S T AH
SHUYOOKH	SH UW W AY AH K
SHVE	SH V IY
SI	S IY
SIDDIQUEEN	S IH D IH K IY AH N
SIDE	S AY D
SIDHU	S IH D HH UW
SIDIQQIQUE	S AH D IH K AH K
SIDRA	S IH D R AH
SIESMOGRAPH	S IY Z M AA G R AH F
SIFAR	S AY F AH R
SIFER	S AY F AH R
SIGHA	S AY AH
SIGN	S AY N
SIHONI	S IH HH AH N IY
SIKANJABEEN	S IH K AH N JH EY B IY AH N
SIKHON	S IH K AH N
SILENT	S AY L AH N T
SILSILAY	S IH L S IH L EY IY
SILSILEN	S IH L S AH L AH N
SILVER	S IH L V ER
SIM	S IH M
SIMAJI	S IH M AH JH IY
SIMDHI	S IH M D HH IY
SIMILAR	S IH M AH L ER
SIMPLE	S IH M P AH L
SIMPLY	S IH M P L IY
SIN	S IH N
SINDHIYON	S IH N D HH IY AY AH N
SINDHU	S IH N D HH UW
SINF	S IH N F
SINGH	S IH NG
SINGHAR	S IH N AH R
SINGLE	S IH NG G AH L
SION	S AY AH N
SIPAHIYON	S IH P AH HH IY AY AH N
SIPEHAR	S IH P AH AH R
SIR	S ER
SIRF	S AH R F
SISTER	S IH S T ER
SIWA	S IH W AH
SIX	S IH K S
SIXTEEN	S IH K S T IY N
SIXTY	S IH K S T IY
SIYAASAT	S AY AY AH S AH T
SIYASAT	S AY AY AH S AH T
SKI	S K IY
SKOON	S K UW N
SKTA	S K T AA
SKTI	S K T IY
SLJHAYIN	S L JH HH EY AH N
SMAJHA	S M AE JH HH AH
SMALL	S M AO L
SMITH	S M IH TH
SMUGGELERON	S M AH G JH EH L ER AO N
SMUGGLING	S M AH G L IH NG
SMUGGLING(2)	S M AH G AH L IH NG
SNATCH	S N AE CH
SNBHLI	S N B HH L IY
SO	S OW
SOACH	S OW CH
SOBAI	S AA B EY
SOBERS	S OW B ER Z
SOCH	S AA CH
SOCHA	S OW CH AH
SOCHE	S AA CH
SOCHEN	S AA CH AH N
SOCHIYE	S AA CH IY AY
SOCHNAY	S AA K N EY IY
SOCHO	S AA CH OW
SOCHON	S AA CH AH N
SOCIAL	S OW SH AH L
SOCIALISM	S OW SH AH L IH Z AH M
SOCIETY	S OW S AY IH T IY
SOCK	S AA K
SODA	S OW D AH
SOEYM	S OW AH AH M
SOFT	S AA F T
SOFT(2)	S AO F T
SOGHAAT	S AA AH T
SOGHWAAR	S AA W EY AH R
SOHBATON	S AA B AH T AH N
SOJNAY	S AA JH N EY IY
SOKHTA	S AA K T AH
SOLA	S OW L AH
SOLAN	S OW L AH N
SOLDIER	S OW L JH ER
SOLING	S OW L IH NG
SOME	S AH M
SOMETHING	S AH M TH IH NG
SOMETIMES	S AH M T AY M Z
SONE	S OW N
SONPI	S AA N P IY
SOOD	S UW D
SOOJAN	S UW JH AH N
SOOJH	S UW JH
SOOJHI	S UW JH HH IY
SOOJI	S UW JH IY
SOOKH	S UH K
SOOKHA	S UH K AH
SOOKHE	S UH K
SOOKHI	S UH K IY
SOOKHNE	S UH K N
SOONGNE	S UW N
SOORAJ	S UH R AH JH
SOORAKH	S UH R AH K
SOORAT	S UH R AH T
SOORMA	S UH R M AH
SOOWAN	S UW W AH N
SOOZISH	S UW Z AH SH
SORBA	S AO R B AH
SORRY	S AA R IY
SOU	S UW
SOUD	S AW D
SOUND	S AW N D
SOUNDED	S AW N D IH D
SOUNDS	S AW N D Z
SOUNDS(2)	S AW N Z
SOUTH	S AW TH
SOVEN	S OW V AH N
SOVIET	S OW V IY AH T
SOVIET(2)	S OW V IY EH T
SOYA	S OY AH
SOYE	S OY
SOYEN	S OY AH N
SPANISH	S P AE N IH SH
SPASNAMH	S P AE Z N AH M
SPEAKERS	S P IY K ER Z
SPELL	S P EH L
SPELLING	S P EH L IH NG
SPINNING	S P IH N IH NG
SPRAY	S P R EY
SPURD	S P AH R D
SQUAD	S K W AA D
SQUADRON	S K W AA D R AH N
SRDKHANE	S R D K HH EY N
STADUIM	S T AH D UW M
STANDARD	S T AE N D ER D
START	S T AA R T
STATION	S T EY SH AH N
STERLING	S T ER L IH NG
STODNTS	S T AA D N T S
STORES	S T AO R Z
STORY	S T AO R IY
STUDENT	S T UW D AH N T
STUDENTS	S T UW D AH N T S
STUDIED	S T AH D IY D
STUDIOS	S T UW D IY OW Z
STUDY	S T AH D IY
SUAAD	S W EY AH D
SUABI	S W EY B IY
SUAD	S W EY D
SUANI	S W EY N IY
SUB	S AH B
SUBAH	S AH B AE
SUBAYE	S AH B EY
SUBHA	S AH B HH AA
SUBHEN	S AH B HH EH N
SUBON	S AH B AO N
SUBSCRIBE	S AH B S K R AY B
SUDHEER	S AH D IH R
SUDHOOR	S AH D HH OW AH R
